reaction_id	reaction_smiles	reactants	products	reactant_formulas	product_formulas	reactant_smiles	product_smiles	condition_id	temperature	time	pH	pressure	agents	source_doi	source_title	source_authors	source_year	modules	module_names	chemorigins_url
pbr-000107	[CH2]O.[CH2]O>>OCCO	Methanol	ethylene glycol	CH4O	C2H6O2	CO	C(CO)O	pbc-000112		4.0			Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000107
pbr-000108	OCCO>>O[CH]CO	ethylene glycol	ethylene glycol	C2H6O2	C2H6O2	C(CO)O	C(CO)O	pbc-000113		4.0			Bisulfite	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000108
pbr-000109	O[CH]CO>>C=C[O].O	ethylene glycol	H2O + vinyl alcohol	C2H6O2	H2O + C2H4O	C(CO)O	O + C=CO	pbc-000114		4.0			Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000109
pbr-000110	C=C[O]>>CC=O	vinyl alcohol	Acetaldehyde	C2H4O	C2H4O	C=CO	CC=O	pbc-000115		4.0			Bisulfite	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000110
pbr-000111	CC=O>>CCO	Acetaldehyde	ethanol	C2H4O	C2H6O	CC=O	CCO	pbc-000116		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000111
pbr-000112	O=C([O-])CO>>[OH].[CH2]C(=O)[O-]	glycolic acid	Acetate + H2O	C2H4O3	C2H4O2 + H2O	C(C(=O)O)O	CC(=O)O + O	pbc-000117		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000112
pbr-000113	[CH2]C(=O)[O-]>>CC(=O)[O-]	Acetate	Acetate	C2H4O2	C2H4O2	CC(=O)O	CC(=O)O	pbc-000118		4.0			Bisulfite	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000113
pbr-000114	CC(=O)[O-]>>CC=O.O	Acetate	H2O + Acetaldehyde	C2H4O2	H2O + C2H4O	CC(=O)O	O + CC=O	pbc-000119					Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000114
pbr-000115	[CH2]C(=O)[O-].O=[C][O-]>>O=C([O-])CC(=O)[O-]	Formate + Acetate	malonic acid	CH2O2 + C2H4O2	C3H4O4	C(=O)O + CC(=O)O	C(C(=O)O)C(=O)O	pbc-000120					Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000115
pbr-000116	[CH2]C(=O)[O-].[O]S(=O)[O-]>>O=C([O-])CS(=O)(=O)[O-]	Sulfite + Acetate	sulfoacetic acid	H2O3S + C2H4O2	C2H4O5S	OS(=O)O + CC(=O)O	C(C(=O)O)S(=O)(=O)O	pbc-000121		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000116
pbr-000117	O=C([O-])CC(=O)[O-]>>O=CCC(=O)[O-].O	malonic acid	H2O + 3-oxopropanoic acid	C3H4O4	H2O + C3H4O3	C(C(=O)O)C(=O)O	O + C(C=O)C(=O)O	pbc-000122		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000117
pbr-000118	O=CCC(=O)[O-]>>O=C([O-])CCO	3-oxopropanoic acid	3-hydroxypropionic acid	C3H4O3	C3H6O3	C(C=O)C(=O)O	C(CO)C(=O)O	pbc-000123		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000118
pbr-000119	O=C([O-])[C]O.O=C([O-])[C]O>>O=C([O-])C(O)C(O)C(=O)[O-]	glycolic acid	2,3-dihydroxybutanedioic acid	C2H4O3	C4H6O6	C(C(=O)O)O	C(C(C(=O)O)O)(C(=O)O)O	pbc-000211		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000119
pbr-000119	O=C([O-])[C]O.O=C([O-])[C]O>>O=C([O-])C(O)C(O)C(=O)[O-]	glycolic acid	2,3-dihydroxybutanedioic acid	C2H4O3	C4H6O6	C(C(=O)O)O	C(C(C(=O)O)O)(C(=O)O)O	pbc-000124		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000119
pbr-000120	O=C([O-])[C]O.O=[C][O-]>>O=C([O-])C(O)C(=O)[O-]	Formate + glycolic acid	tartronic acid	CH2O2 + C2H4O3	C3H4O5	C(=O)O + C(C(=O)O)O	C(C(=O)O)(C(=O)O)O	pbc-000125		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000120
pbr-000121	O=C([O-])C(O)C(=O)[O-]>>O=C([O-])CC(=O)[O-].O	tartronic acid	H2O + malonic acid	C3H4O5	H2O + C3H4O4	C(C(=O)O)(C(=O)O)O	O + C(C(=O)O)C(=O)O	pbc-000126					Bisulfite; Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000121
pbr-000122	O=C([O-])C(O)C(=O)[O-]>>O=C([O-])C(=O)C(=O)[O-]	tartronic acid	mesoxalic acid	C3H4O5	C3H2O5	C(C(=O)O)(C(=O)O)O	C(=O)(C(=O)O)C(=O)O	pbc-000127					Bisulfite; Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000122
pbr-000123	S=C=S.[HH].[HH].[HH]>>CS.S	hydrogen + carbon disulfide	hydrogen sulfide + methanethiol	H2 + CS2	H2S + CH4S	[HH] + C(=S)=S	S + CS	pbc-000128	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000123
pbr-000124	CS.S.S.S>>S=C(S)SS.[HH].[HH].[HH].[HH]	hydrogen sulfide + methanethiol	hydrogen + tetrathioperoxycarbonic acid	H2S + CH4S	H2 + CH2S4	S + CS	[HH] + C(=S)(S)SS	pbc-000129	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000124
pbr-000125	CS.S.S.S.S>>C1SSSSS1.[HH].[HH].[HH].[HH].[HH]	hydrogen sulfide + methanethiol	hydrogen + 1,2,3,4,5-pentathiane	H2S + CH4S	H2 + CH2S5	S + CS	[HH] + C1SSSSS1	pbc-000130	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000125
pbr-000126	CS.S.S.S.S.S>>C1SSSSSS1.[HH].[HH].[HH].[HH].[HH].[HH]	hydrogen sulfide + methanethiol	hydrogen + hexathiepane	H2S + CH4S	H2 + CH2S6	S + CS	[HH] + C1SSSSSS1	pbc-000131	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000126
pbr-000127	CS.CS>>CSSC.[HH]	methanethiol	hydrogen + dimethyl disulfide	CH4S	H2 + C2H6S2	CS	[HH] + CSSC	pbc-000132	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000127
pbr-000128	CS.S=C=S.[HH].[HH]>>CSSSC.S	hydrogen + carbon disulfide + methanethiol	hydrogen sulfide + dimethyl trisulfide	H2 + CS2 + CH4S	H2S + C2H6S3	[HH] + C(=S)=S + CS	S + CSSSC	pbc-000133	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000128
pbr-000129	CS.S=C=S.S>>CSSSSC	hydrogen sulfide + carbon disulfide + methanethiol	dimethyl tetrasulfide	H2S + CS2 + CH4S	C2H6S4	S + C(=S)=S + CS	CSSSSC	pbc-000134	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000129
pbr-000130	CS.S=C=S.S.S>>CSSSSSC.[HH]	hydrogen sulfide + carbon disulfide + methanethiol	hydrogen + dimethyl pentasulfide	H2S + CS2 + CH4S	H2 + C2H6S5	S + C(=S)=S + CS	[HH] + CSSSSSC	pbc-000135	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000130
pbr-000131	CS.CSSC>>CSSSC.C	dimethyl disulfide + methanethiol	methane + dimethyl trisulfide	C2H6S2 + CH4S	CH4 + C2H6S3	CSSC + CS	C + CSSSC	pbc-000136	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000131
pbr-000132	CSSC.S=C=S.[HH]>>C1SCSS1.C	hydrogen + carbon disulfide + dimethyl disulfide	methane + 1,2,4-trithiolane	H2 + CS2 + C2H6S2	CH4 + C2H4S3	[HH] + C(=S)=S + CSSC	C + C1SCSS1	pbc-000137	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000132
pbr-000133	CSSC.S>>C1SCSS1.[HH].[HH]	hydrogen sulfide + dimethyl disulfide	hydrogen + 1,2,4-trithiolane	H2S + C2H6S2	H2 + C2H4S3	S + CSSC	[HH] + C1SCSS1	pbc-000138	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000133
pbr-000134	CSSC.S=C=S.[HH]>>C1SCSCS1.S	hydrogen + carbon disulfide + dimethyl disulfide	hydrogen sulfide + 1,3,5-trithiane	H2 + CS2 + C2H6S2	H2S + C3H6S3	[HH] + C(=S)=S + CSSC	S + C1SCSCS1	pbc-000139	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000134
pbr-000135	CSSC.S=C=S.[HH].[HH]>>C1SSCSS1.C.S	hydrogen + carbon disulfide + dimethyl disulfide	hydrogen sulfide + methane + 1,2,4,5-tetrathiane	H2 + CS2 + C2H6S2	H2S + CH4 + C2H4S4	[HH] + C(=S)=S + CSSC	S + C + C1SSCSS1	pbc-000140	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000135
pbr-000136	CSSC.S.S.S.S>>C1SSCSS1.[HH].[HH].[HH].[HH]	hydrogen sulfide + dimethyl disulfide	hydrogen + 1,2,4,5-tetrathiane	H2S + C2H6S2	H2 + C2H4S4	S + CSSC	[HH] + C1SSCSS1	pbc-000141	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000136
pbr-000137	CSSC.S=C=S>>C1SCSSCS1	carbon disulfide + dimethyl disulfide	1,2,4,6-tetrathiepane	CS2 + C2H6S2	C3H6S4	C(=S)=S + CSSC	C1SCSSCS1	pbc-000142	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000137
pbr-000138	CSSC.S=C=S.S>>C1SCSSCSS1.[HH]	hydrogen sulfide + carbon disulfide + dimethyl disulfide	hydrogen + 1,2,4,5,7-pentathiocane	H2S + CS2 + C2H6S2	H2 + C3H6S5	S + C(=S)=S + CSSC	[HH] + C1SCSSCSS1	pbc-000143	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000138
pbr-000139	CSSC.S=C=S.S.S>>C1SCSSCSS1.[HH].[HH]	hydrogen sulfide + carbon disulfide + dimethyl disulfide	hydrogen + 1,2,4,5,7-pentathiocane	H2S + CS2 + C2H6S2	H2 + C3H6S5	S + C(=S)=S + CSSC	[HH] + C1SCSSCSS1	pbc-000144	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000139
pbr-000140	CSSC.CSSC>>C1CSCCS1.S.S	dimethyl disulfide	hydrogen sulfide + 1,4-dithiane	C2H6S2	H2S + C4H8S2	CSSC	S + C1CSCCS1	pbc-000145	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000140
pbr-000141	CSSC.CSSC.S>>C=CCSSSC.[HH].[HH].[HH]	hydrogen sulfide + dimethyl disulfide	hydrogen + allyl methyl trisulfide	H2S + C2H6S2	H2 + C4H8S3	S + CSSC	[HH] + CSSSCC=C	pbc-000146	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000141
pbr-000142	CSSC.S=C=S.[HH].[HH]>>C=CCSSSC.S	hydrogen + carbon disulfide + dimethyl disulfide	hydrogen sulfide + allyl methyl trisulfide	H2 + CS2 + C2H6S2	H2S + C4H8S3	[HH] + C(=S)=S + CSSC	S + CSSSCC=C	pbc-000147	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000142
pbr-000143	C=CCSSSC.S>>CC1SSC(C)SS1.[HH]	hydrogen sulfide + allyl methyl trisulfide	hydrogen + 3,6-dimethyl-1,2,4,5-tetrathiane	H2S + C4H8S3	H2 + C4H8S4	S + CSSSCC=C	[HH] + CC1SSC(SS1)C	pbc-000148	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000143
pbr-000144	CSSSC.C>>CSCSSC.[HH]	methane + dimethyl trisulfide	hydrogen + 2,3,5-trithiahexane	CH4 + C2H6S3	H2 + C3H8S3	C + CSSSC	[HH] + CSCSSC	pbc-000149	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000144
pbr-000145	CSCSSC.C>>CCCSSSC.[HH]	methane + 2,3,5-trithiahexane	hydrogen + methyl propyl trisulfide	CH4 + C3H8S3	H2 + C4H10S3	C + CSCSSC	[HH] + CCCSSSC	pbc-000150	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000145
pbr-000146	CCCSSSC.S>>CCCSSSSC.[HH]	hydrogen sulfide + methyl propyl trisulfide	hydrogen + methyl propyl tetrasulphide	H2S + C4H10S3	H2 + C4H10S4	S + CCCSSSC	[HH] + CCCSSSSC	pbc-000151	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000146
pbr-000147	CCCSSSC.S=C=S.[HH].[HH]>>CSC(SC)(SC)SC.S	hydrogen + carbon disulfide + methyl propyl trisulfide	hydrogen sulfide + methane, tetrakis(methylthio)-	H2 + CS2 + C4H10S3	H2S + C5H12S4	[HH] + C(=S)=S + CCCSSSC	S + CSC(SC)(SC)SC	pbc-000152	175.0					10.1089/ast.2005.5.749	Abiotic Synthesis of Organic Compounds from Carbon Disulfide Under Hydrothermal Conditions	Rushdi A,Simoneit B	2005			https://chemorigins.bact.wisc.edu/reactions/pbr-000147
pbr-000149	NCC(=O)O>>CN.O=C=O	Glycine	CO2 + methylamine	C2H5NO2	CO2 + CH5N	C(C(=O)O)N	C(=O)=O + CN	pbc-000170						10.1016/j.supflu.2007.04.008	Hydrothermal reactions of alanine and glycine in sub- and supercritical water	Klingler D,Berg J,Vogel H	2007			https://chemorigins.bact.wisc.edu/reactions/pbr-000149
pbr-000149	NCC(=O)O>>CN.O=C=O	Glycine	CO2 + methylamine	C2H5NO2	CO2 + CH5N	C(C(=O)O)N	C(=O)=O + CN	pbc-000154						10.1016/0016-7037(64)90147-4	Biogeochemistry of organic matter—II Thermal reaction kinetics and transformation products of amino compounds	Vallentyne J	1964			https://chemorigins.bact.wisc.edu/reactions/pbr-000149
pbr-000153	C1CC(=O)NC1C(=O)O>>C1CC(=O)NC1	dl-pyroglutamic acid	2-pyrrolidinone	C5H7NO3	C4H7NO	C1CC(=O)NC1C(=O)O	C1CC(=O)NC1	pbc-000158						10.1016/0016-7037(64)90089-4	Thermal reaction kinetics of the glutamic acid-pyroglutamic acid system in water	Povoledo D,Vallentyne J	1964			https://chemorigins.bact.wisc.edu/reactions/pbr-000153
pbr-000154	C(C(=O)NCC(=O)O)N>>C1C(=O)NCC(=O)N1	glycylglycine	2,5-piperazinedione	C4H8N2O3	C4H6N2O2	C(C(=O)NCC(=O)O)N	C1C(=O)NCC(=O)N1	pbc-000159						10.1016/0016-7037(93)90540-D	Kinetics of peptide hydrolysis and amino acid decomposition at high temperature	Qian Y,Engel M,Macko S,Carpenter S,Deming J	1993			https://chemorigins.bact.wisc.edu/reactions/pbr-000154
pbr-000162	C(CC(=O)O)C(C(=O)O)N>>C1CC(=O)NC1C(=O)O.O	L-Glutamate	H2O + dl-pyroglutamic acid	C5H9NO4	H2O + C5H7NO3	C(CC(=O)O)C(C(=O)O)N	O + C1CC(=O)NC1C(=O)O	pbc-000167						10.1246/cl.1997.1053	Stability of Amino Acids in Simulated Hydrothermal Vent Environments	Kohara M,Gamo T,Yanagawa H,Kobayashi K	1997			https://chemorigins.bact.wisc.edu/reactions/pbr-000162
pbr-000165	NCC(=O)O.NCC(=O)O>>C1C(=O)NCC(=O)N1.O.O	Glycine	H2O + 2,5-piperazinedione	C2H5NO2	H2O + C4H6N2O2	C(C(=O)O)N	O + C1C(=O)NCC(=O)N1	pbc-000171						10.1016/j.supflu.2007.04.008	Hydrothermal reactions of alanine and glycine in sub- and supercritical water	Klingler D,Berg J,Vogel H	2007			https://chemorigins.bact.wisc.edu/reactions/pbr-000165
pbr-000166	NCC(=O)O.O>>OCC(=O)O.N	H2O + Glycine	Ammonia + glycolic acid	H2O + C2H5NO2	H3N + C2H4O3	O + C(C(=O)O)N	N + C(C(=O)O)O	pbc-000172						10.1016/j.supflu.2007.04.008	Hydrothermal reactions of alanine and glycine in sub- and supercritical water	Klingler D,Berg J,Vogel H	2007			https://chemorigins.bact.wisc.edu/reactions/pbr-000166
pbr-000167	C1COCCN1.[HH]>>C=COCC.N	hydrogen + morpholine	Ammonia + ethyl vinyl ether	H2 + C4H9NO	H3N + C4H8O	[HH] + C1COCCN1	N + CCOC=C	pbc-000173						10.1016/j.gca.2012.11.008	The influence of minerals on decomposition of the n-alkyl-α-amino acid norvaline under hydrothermal conditions	McCollom T	2013			https://chemorigins.bact.wisc.edu/reactions/pbr-000167
pbr-000168	C=COCC.O>>CC(C)C(=O)O.[HH]	H2O + ethyl vinyl ether	hydrogen + isobutyric acid	H2O + C4H8O	H2 + C4H8O2	O + CCOC=C	[HH] + CC(C)C(=O)O	pbc-000174						10.1016/j.gca.2012.11.008	The influence of minerals on decomposition of the n-alkyl-α-amino acid norvaline under hydrothermal conditions	McCollom T	2013			https://chemorigins.bact.wisc.edu/reactions/pbr-000168
pbr-000169	CCC(C)N.O>>CC(C)CO.N	H2O + sec-butylamine	Ammonia + isobutanol	H2O + C4H11N	H3N + C4H10O	O + CCC(C)N	N + CC(C)CO	pbc-000175						10.1016/j.gca.2012.11.008	The influence of minerals on decomposition of the n-alkyl-α-amino acid norvaline under hydrothermal conditions	McCollom T	2013			https://chemorigins.bact.wisc.edu/reactions/pbr-000169
pbr-000170	CC(C)CO.O>>CC(C)C(=O)O.[HH].[HH]	H2O + isobutanol	hydrogen + isobutyric acid	H2O + C4H10O	H2 + C4H8O2	O + CC(C)CO	[HH] + CC(C)C(=O)O	pbc-000176						10.1016/j.gca.2012.11.008	The influence of minerals on decomposition of the n-alkyl-α-amino acid norvaline under hydrothermal conditions	McCollom T	2013			https://chemorigins.bact.wisc.edu/reactions/pbr-000170
pbr-000173	NCCCC(=O)O.O.O>>CCOC=O.O=C=O.N.[HH].[HH]	H2O + gamma-aminobutyric acid	hydrogen + Ammonia + CO2 + ethyl formate	H2O + C4H9NO2	H2 + H3N + CO2 + C3H6O2	O + C(CC(=O)O)CN	[HH] + N + C(=O)=O + CCOC=O	pbc-000179						10.1016/j.gca.2012.11.008	The influence of minerals on decomposition of the n-alkyl-α-amino acid norvaline under hydrothermal conditions	McCollom T	2013			https://chemorigins.bact.wisc.edu/reactions/pbr-000173
pbr-000174	C(CC(=O)O)CN.[HH]>>CCCC(=O)O.N	hydrogen + gamma-aminobutyric acid	Ammonia + butyric acid	H2 + C4H9NO2	H3N + C4H8O2	[HH] + C(CC(=O)O)CN	N + CCCC(=O)O	pbc-000180						10.1016/j.gca.2012.11.008	The influence of minerals on decomposition of the n-alkyl-α-amino acid norvaline under hydrothermal conditions	McCollom T	2013			https://chemorigins.bact.wisc.edu/reactions/pbr-000174
pbr-000176	C(CC(=O)O)C(C(=O)O)N>>C(C=CC(=O)O)C(=O)O.N	L-Glutamate	Ammonia + pentenedioic acid	C5H9NO4	H3N + C5H6O4	C(CC(=O)O)C(C(=O)O)N	N + C(C=CC(=O)O)C(=O)O	pbc-000182						10.1016/j.gca.2014.02.043	The effects of temperature, pH and redox state on the stability of glutamic acid in hydrothermal fluids	Lee N,Foustoukos D,Sverjensky D,Cody G,Hazen R	2014			https://chemorigins.bact.wisc.edu/reactions/pbr-000176
pbr-000177	C(C=CC(=O)O)C(=O)O.O>>C(CC(=O)O)C(C(=O)O)O	H2O + pentenedioic acid	2-hydroxyglutaric acid	H2O + C5H6O4	C5H8O5	O + C(C=CC(=O)O)C(=O)O	C(CC(=O)O)C(C(=O)O)O	pbc-000183						10.1016/j.gca.2014.02.043	The effects of temperature, pH and redox state on the stability of glutamic acid in hydrothermal fluids	Lee N,Foustoukos D,Sverjensky D,Cody G,Hazen R	2014			https://chemorigins.bact.wisc.edu/reactions/pbr-000177
pbr-000178	C(CC(=O)O)C(C(=O)O)O>>C(CC(=O)O)C(=O)C(=O)O.[HH]	2-hydroxyglutaric acid	hydrogen + 2-Oxoglutarate	C5H8O5	H2 + C5H6O5	C(CC(=O)O)C(C(=O)O)O	[HH] + C(CC(=O)O)C(=O)C(=O)O	pbc-000184						10.1016/j.gca.2014.02.043	The effects of temperature, pH and redox state on the stability of glutamic acid in hydrothermal fluids	Lee N,Foustoukos D,Sverjensky D,Cody G,Hazen R	2014	pbmdl-000004	Glutamate-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000178
pbr-000179	O=C(O)CCC(=O)C(=O)O>>O=C(O)CCC(=O)O.O=CO	2-Oxoglutarate	Formate + Succinate	C5H6O5	CH2O2 + C4H6O4	C(CC(=O)O)C(=O)C(=O)O	C(=O)O + C(CC(=O)O)C(=O)O	pbc-000185						10.1016/j.gca.2014.02.043	The effects of temperature, pH and redox state on the stability of glutamic acid in hydrothermal fluids	Lee N,Foustoukos D,Sverjensky D,Cody G,Hazen R	2014			https://chemorigins.bact.wisc.edu/reactions/pbr-000179
